retweetcount,text,sentiment,selected_text
0,Why should only pray for the bachans family pray for the all covid patients and they all are get well soon 🙏🙏😊 COVID19India LINK,neutral, why should only pray for the bachans family pray for the all covid patients and they all are get well soon 🙏🙏😊 covid19india link
1,"MUST READ Hand Sanitizer Induces DisulfiramEthanol Reaction In ExAlcoholic Protecting Himself From COVID19 Doctor Reports In JournalLINK

handsanitizer Covid19 Covid19UK COVIDー19 CoronavirusPandemic USA America NewYork Australia India Japan LINK",neutral, must read hand sanitizer induces disulfiramethanol reaction in exalcoholic protecting himself from covid19 doctor reports in journallink handsanitizer covid19 covid19uk covidー19 coronaviruspandemic usa america newyork australia india japan link
2,"God Never Fails 

GodMorningSunday Believers Christian godfearing COVID19India COVID19 UKbusiness LINK",neutral, god never fails godmorningsunday believers christian godfearing covid19india covid19 ukbusiness link
380,"Final exam
UGCGuidelines ugcreleaseguidelines MHA finalyearexams cancelfinalyearexams COVID19India PMO StudentsLivesMatter StudentsLivesMatters ajtak IndiaToday rashtrapatibhvn LINK",positive, studentslivesmatter studentslivesmatters ajtak indiatoday rashtrapatibhvn link
1,"IT Bhagalpur develops a device that will reduce the cost of COVID19 diagnosis to under Rs 100  
DrRPNishank  Union HRD Minister 

Testing COVID19India IndiaNews India  

LINK via theindtv",neutral, it bhagalpur develops a device that will reduce the cost of covid19 diagnosis to under rs 100 drrpnishank union hrd minister testing covid19india indianews india link via theindtv
1,Corona Story of Evry Human House Hour of World COVID19 COVID19 coronavirus CoronaVirusSA CoronavirusIndia CoronavirusUSA CoronaVaccine COVID19Aus Covid19UK Covid19usa Coronil lockdown StaySafe Unlock2 WHO ICMR WearAMask India भाजपासेसवालकरो Malala UGC LINK,neutral, corona story of evry human house hour of world covid19 covid19 coronavirus coronavirussa coronavirusindia coronavirususa coronavaccine covid19aus covid19uk covid19usa coronil lockdown staysafe unlock2 who icmr wearamask india भाजपासेसवालकरो malala ugc link
0,"COVID19India cases rising day by day
Meanwhile leftists 🤔 LINK",neutral, covid19india cases rising day by day meanwhile leftists 🤔 link
0,"anupagarwal21 RourkelaMC It right sir please take action immediately amp do start fast sanitation in civil township Rourkela
smartcityrkl HFWOdisha COVID19India",positive, please take action immediately
0,If Central Govt and State Govt reduce the salary and pension to 50 than Indian economy may stable somehow for 5 years COVID19India narendramodi FinMinIndia AmitShah,neutral, if central govt and state govt reduce the salary and pension to 50 than indian economy may stable somehow for 5 years covid19india narendramodi finminindia amitshah
0,"Aishwarya rai bachchan sanitized her house after corona positive
COVID19India LINK",positive, positive
23,"TripleLockDown in ThiruvananthapuramCorporation has left even the main roads deserted Seen here are cows roaming freely along the service road of NH66 bypass near AkkulamLake
COVID19 COVID19India 
NewIndianXpress xpresskerala MSKiranPrakash shibasahu2012 albintnie LINK",positive, triplelockdown in thiruvananthapuramcorporation has left even the main roads deserted seen here are cows roaming freely
1,"Goa Corona Daily Report 12 July

Goa reported 85 new cases of Covid19 in the last 24 hours while 59 patients recovered as the States tally reaches 2453

 Active cases in the State stands at 952

COVID19India Covid19india LINK",positive, recovered
0,"CoronaVirusUpdate

Know the status of COVID19 with daily updates with LogYcode




LogYcode  CoronaUpdate Covid19 India Coronavirus StayHome StaySafe DailyUpdatesOnCorona StayTunedWithUs LINK",neutral, coronavirusupdate know the status of covid19 with daily updates with logycode logycode coronaupdate covid19 india coronavirus stayhome staysafe dailyupdatesoncorona staytunedwithus link
0,"Some good news 

COVID19India
COVIDUpdates
COVID19vaccine LINK",positive, good news
1,"Grab the hot deal of the day Use Coupon Code TK00FTJGOC for free website Click at LINK

aligarh website ecommerce WordPress canada usa india covid19 amitabhbachchan salmankhan appdevelopment java covıd19 news offensivememes freewebsite LINK",positive, grab the hot deal of the day
0,"Jai Sadgurudev  Must watch  Guruvar ji explained very nice and rarely know shlok of lord shiv thank you gurudev rushivarji shiva life airborneSprading COVID19India
BigB LINK",positive, very nice
0,"The current situation of the nation is getting horrible day by day
Complete failure of the BJP4India  government
uncontrolled
COVID19India",negative, horrible
0,"Evacuation flight from Lagos to New Delhi
narendramodi PMOIndia DelhiAirport evacuation lagostodelhi COVID19India IndiaFightsCorona ModiStrongestPmEver 
LINK",positive, evacuation flight from lagos to new delhi narendramodi pmoindia delhiairport evacuation lagostodelhi covid19india indiafightscorona modistrongestpmever link
3,"Actually the final year students are entitled to get promotion as they passed previous sem exams 
then why the biased decision UGCGuidelines made are final year students COVID19India  proof or toy for UGC 
Pls look into this
ChouhanShivraj BhopalRgpv SayNoToUGCGuidelines",positive, entitled
154,"Andhra Pradesh Ranks 28th Out of 35 StatesUTs in the Country in Recovery Rate of COVID Patients

APs Recovery Rate is 5285  which is less than the National Average of 627 

COVID19India LINK",negative, less than the national average of 627 covid19india link
0,"Some of the Important Doubts which is regarding the CoronaVirus
coronavirus  COVID19India Qna 
LINK",positive, some of the important
0,"The state recorded the thirdhighest singleday spike of 7827 cases down 312 from the peak of 8139 July 1 making it the fourth 70 plus rise in the past 1 days

Covid19 COVID19India coronavirus LINK",negative, the state recorded the thirdhighest singleday spike of 7827 cases down 312 from the peak of 8139 july 1 making it the fourth 70 plus rise in the past 1 days covid19 covid19india coronavirus link
0,Its funny how Indians were mocking the Italians just a few months ago Look at where they are and look at where we are Feel ashamed to be here coronavirus Covid19 COVID19India,negative, ashamed
0,"The number of coronavirus cases in Maharashtra crossed 25 lakh to reach 254427 the active cases the 1 lakhmark to touch 103516 and the state reported 173 more deaths taking the Covid19 toll to 10289 according to officials

COVID19India Covid19 

Photo IANS File LINK",positive, the number of coronavirus cases in maharashtra crossed 25 lakh to reach 254427 the active cases the 1 lakhmark to touch 103516 and the state reported 173 more deaths taking the covid19 toll to 10289 according to officials covid19india covid19 photo ians file link
0,"Its good to pray for Amitabh Bacchan

Its better  to pray for Amitabh Bacchan and 850843 others

Its best to pray for Amitabh Bacchan and 12848622 others 🙏 COVID19India",positive, good
0,"imAries14 IndiaToday 534620 cured already out of total AROUND 8 lakh cases which suggest that only 23 of the socalledinfected pl need a vaccine  COVID19India COVID 

Foucs on the data and not the media narrative Apply your intelligence LINK",negative, not the media narrative apply your intelligence link
0,"New Goddess introduced in INDIA
From West Bengal India people found a new way to defeat coronavirus They started to pray a new goddess they call CoronaDevi or CoronaMai which should protect people who praise her from Covid19 infection LINK",positive, protect
0,carinfischer islahmufti I agree with the lockdown but I wish for India it was the Covid19 lockdown but instead its lockdown of Occupation in continuation with the lockdown of 05082019,neutral, carinfischer islahmufti i agree with the lockdown but i wish for india it was the covid19 lockdown but instead its lockdown of occupation in continuation with the lockdown of 05082019
0,"COVID 19 cases in India until  120720 2030

Total Cases 867225 16866😅
Active 297481🖖🏽
Recovered 546379 10148
Deaths 2983 296🙏🏼
Total Tests 159M🧪

Data covid19indiaorg
CoronaVirus COVID19inIndia India Bot",positive, recovered 546379 10148 deaths 2983 296🙏🏼
1,"534620 cured already out of total AROUND 8 lakh cases which suggest that only 23 of the socalledinfected pl need a vaccine COVID19India COVID 

Foucs on the data and not the media narrative Apply your intelligence LINK",negative, foucs
0,"He means wel at least get bronze medal amp if testing is doubledthen India is sure for silver medalThis is the difference between a illiterate amp literature

India CoronaUpdatesInIndia InsecureIndianNukes Sachinpilot CoronaUpdatesInIndia COVID19India IndiaFightsCorona LINK",positive, he means wel at least get bronze medal amp if testing is doubledthen india is sure for silver medalthis is the difference between a illiterate amp literature india coronaupdatesinindia insecureindiannukes sachinpilot coronaupdatesinindia covid19india indiafightscorona link
0,"Actor AbhishekBachchan juniorbachchan tweeted to confirm on Sunday evening that his wife actress AishwaryaRaiBachchan and daughter Aaradhya had tested Covid19 positive

bachchanfamily COVID19India LINK",positive, positive
0,Are you a lazy citizen who can tolerate injustice🤔 me injustice tolerateinjustice dontwanttochange changeforbetter  me indiangoverment covid19 lockdown india narendramodi bjp congress CORRUPTION LINK,negative, are you a lazy citizen who can tolerate injustice🤔 me injustice tolerateinjustice
0,"The hope 😎

India should engage with manufactures to examine and procure it ajtak

IndiaFightsCorona
India

LINK

via GoogleNews",neutral, the hope 😎 india should engage with manufactures to examine and procure it ajtak indiafightscorona india link via googlenews
0,"Government trying hard to beat Chinese Virus 😚
coronavirus corona Covid19 india virus Kashmir LINK",positive, government trying hard
0,"Soi urge to the media that if they have to pray then do it for everyone
AmitabhBachchan COVID19India 
GodiMedia",neutral, soi urge to the media that if they have to pray then do it for everyone amitabhbachchan covid19india godimedia
2,itzmylife ptrmadurai vazhapadi GunasekaranMu imranhindu lakhinathan splakshmanan76 Shankar in my opinion  increase in mortality due to COVID19India is directly proportional reduction in medical care Sudden reduction in medical care will only happen when health care facilities players are stressed,negative, stressed
1,"A rare picture of people eating golgappas before COVID19India 
This photo was taken 2019BC
Before covid
😃😃😀 LINK",positive, rare
1,"Gujarat once again recorded the highest spike of 879 coronavirus cases taking the total count close to 420mark state health officials said on Sunday Gujarats total fatalities have now reached 2047 with 13 more succumbing to the virus on Sunday

COVID19 COVID19India LINK",positive, gujarat once again recorded the highest spike of 879 coronavirus cases taking the total count close to 420mark state health officials said on sunday gujarats total fatalities have now reached 2047 with 13 more succumbing to the virus on sunday covid19 covid19india link
